ObjectName,ID,Name,ClassName,CssSelector,CssSelector2,CssSelector3,LinkText,PartialLinkText,TagName,XPath,ithInMultiple,ContainsText,AttributeKey1,AttributeValue1,AttributeKey2,AttributeValue2,IsParent,Value,SQL,UserDefinedWaitTime,ThreadSleepWaitTime,ReferenceDataID,UnUseColumn1,UnUseColumn2,UnUseColumn3,Child_ID,Child_Name,Child_ClassName,Child_CssSelector,Child_CssSelector2,Child_CssSelector3,LinkText8,Child_PartialLinkText,Child_TagName,Child_Xpath,Child_ithInMultiple,Child_ContainsText,Child_AttributeKey1,Child_AttributeValue1,Child_AttributeKey2,Child_AttributeValue2,Child_Value,Child_SQL,Child_UserDefinedWaitTime,Child_ThreadSleepWaitTime,Child_ReferenceDataID,Child_UnUseColumn1,Child_UnUseColumn2,Child_UnUseColumn3
accSum_YourProfile,,,,div[class='account-profile'],,,,,,,,,,,,,1,,,30,,,,,,,,,h2[class='card__title'],,,,,,,,,,,,,,,,,,,,
sip_Error,,,,div[class='alert alert--danger'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sip_EmailError,,,,div[class*='sign-into-account__email-field'],,,,,,,,,,,,,1,,,,,,,,,,,,span[class='text-field__error-message'],,,,,,,,,,,,,,,,,,,,
sip_PwdError,,,,div[class*='sign-into-account__password-field'],,,,,,,,,,,,,1,,,,,,,,,,,,span[class='text-field__error-message'],,,,,,,,,,,,,,,,,,,,
sip_CreateAccountSection,,,,h2[class='account-message-card__title'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sip_CreateAccountBtn,,,,button[class='hbc-button hbc-button--block hbc-button--secondary account-message-card__button'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cap_Title,,,,h1[class='create-new-account__title'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sip_ForgotPwd,,,,div[class='sign-into-account__forgot-password'],,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,a,,,,,,,,,,,,,,,
fpp_Title,,,,h2[class='forgot-password-page__title'],,,,,,,,,,,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fpp_Email,,,,input[id='forgotPasswordPageEmailField'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fpp_ContinueBtn,,,,div[class='forgot-password-page__button'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fpp_Message,,,,div[class='account-message-card__message-block'],,,,,,,,,,,,,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fpp_BackToSignIn,,,,div[class='forgot-password-page__back-to-sign-in'],,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,a,,,,,,,,,,,,,,,
fpp_ContinueShoppingBtn,,,,button[class='hbc-button hbc-button--block hbc-button--primary account-message-card__button'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cap_FirstName,,,,input[name='first_name'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cap_LastName,,,,input[name='last_name'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cap_Email,,,,input[name='email'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cap_Password,,,,input[name='password'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cap_ConfPassword,,,,input[name='confirm_password'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cap_Phone,,,,input[name='phone_number'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cap_Zip,,,,input[name='zip'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cap_Cancel,,,,div[class='create-new-account__cancel-link'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cap_TermsCond,,,,a[class='create-new-account__terms-of-service'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cap_RadioBtns,,,,label[class='radiogroup__radio'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cap_RadioBtnSelection,,,,span[class='radiogroup__radio-label'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cap_CanadinCustomerAgreement,,,,label[class='checkbox__label'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cap_PrivacyPolicy,,,,p[class='create-new-account__privacy-policy'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cap_CreateAcc,,,,div[class='create-new-account__submit-button'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cap_FirstNameError,,,,div[class*='create-new-account__first-name'],,,,,,,,,,,,,1,,,20,,,,,,,,,span[class='text-field__error-message'],,,,,,,,,,,,,,,20,,,,,
cap_LastNameError,,,,div[class*='create-new-account__last-name'],,,,,,,,,,,,,1,,,20,,,,,,,,,span[class='text-field__error-message'],,,,,,,,,,,,,,,20,,,,,
cap_EmailError,,,,div[class*='create-new-account__email create'],,,,,,,,,,,,,1,,,20,,,,,,,,,span[class='text-field__error-message'],,,,,,,,,,,,,,,20,,,,,
cap_PasswordError,,,,div[class*='create-new-account__password'],,,,,,,,,,,,,1,,,20,,,,,,,,,span[class='text-field__error-message'],,,,,,,,,,,,,,,20,,,,,
cap_ConfPasswordError,,,,div[class*='create-new-account__confirm-password'],,,,,,,,,,,,,1,,,20,,,,,,,,,span[class='text-field__error-message'],,,,,,,,,,,,,,,20,,,,,
cap_PrivacyPolicyLinks,,,,p[class='create-new-account__privacy-policy'],,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,a,,,,,,,,,,,,,,,
cap_CheckBoxes,,,,span[class='checkbox-group__checkbox-label'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
accSum_FullName,,,,p[class='account-profile__content'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
accSum_Email,,,,p[class='account-profile__content account-profile__content--trailing'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
accSum_MoreNumber,,,,div[class='account-summary__rewards'],,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,strong,,,,,,,,,,,,,,,
accSum_EmptyOrders,,,,p[class='order-history__content'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
accSum_StartShopping,,,,div[class='order-history__start-shopping-button'],,,,,,,,,,,,,1,,,,,,,,,,,,a[class='hbc-button hbc-button--block hbc-button--primary'],,,,,,,,,,,,,,,,,,,,
accSum_OrderRow,,,,div[class='order-history-order__header-group'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
accSum_OrderRowDate,,,order-history-order__header-date,span[class='order-history-order__header-date'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
accSum_OrderRowOrderNumber,,,order-history-order__header-order-num,span[class='order-history-order__header-order-num'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
accSum_OrderRowItemCount,,,order-history-order__header-total-items,span[class='order-history-order__header-total-items'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
accSum_OrderRowTotal,,,order-history-order__header-total,span[class='order-history-order__header-total'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
accSum_OrderRowOrderStatus,,,order-history-order__header-status,span[class='order-history-order__header-status'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
accSum_OrderDetails,,,,div[class='panel__content-outer'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
accSum_BillingAddress,,,,div[class='order-billing-details__billing-address'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
accSum_OrderSummary,,,,div[class='order-billing-details__summary'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
accSum_OrderShipping,,,,div[class='order-history-order__shipping'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
accSum_OrderPaymentMethod,,,,div[class='order-billing-details__payment-type'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
accSum_OrderShippingMethod,,,,div[class='order-history-order__shipping-methods'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
accSum_OrderShippingAddress,,,,div[class='order-history-order__shipping-address'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
accSum_ViewAllOrders,,,,div[class='account-summary__view-more-order-button'],,,,,,,,,,,,,1,,,,,,,,,,,,button[class='hbc-button hbc-button--block hbc-button--primary'],,,,,,,,,,,,,,,,,,,,
ordHis_Title,,,,div[class='order-history-page'],,,,,,,,,,,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
accSum_OrderItemCol,,,,div[class='order-history-item__item-column-info'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
accSum_OrderItemImg,,,,div[class='order-history-item__item-column-image'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
accSum_OrderStatus,,,,div[class*='order-history-item__status-column'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
accSum_OrderCSC,,,,div[class='order-history-order__customer-service-copy'],,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,i,,,,,,,,,,,,,,,
accSum_TopNav,,,,li[class='scroll-nav__link-wrap'],,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,a,,,,,,,,,,,,,,,
accSet_PwdSet,,,,div[class='account-change-password'],,,,,,,,,,,,,1,,,12,,,,,,,,,h2[class='card__title'],,,,,,,,,,,,,,,,,,,,
accSet_ChangePwd,,,,div[class='account-change-password__configuration'],,,,,,,,,,,,,1,,,,,,,,,,,,button[class='hbc-button hbc-button--link'],,,,,,,,,,,,,,,,,,,,
chngPwd_OldPwd,account-change-password-old-password-field,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chngPwd_NewPwd,account-change-password-new-password-field,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chngPwd_ConfPwd,account-change-password-confirm-new-password-field,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chngPwd_Submit,,,,div[class='account-change-password__submit-button'],,,,,,,,,,,,,1,,,,,,,,,,,,button[class='hbc-button hbc-button--block hbc-button--primary'],,,,,,,,,,,,,,,,,,,,
chngPwd_Title,,,,h1[class='card-modal__title'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chngPwd_Cancel,,,,div[class='account-change-password__cancel-link'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
accSet_EditPro,,,,div[class='account-profile__configuration'],,,,,,,,,,,,,1,,,,,,,,,,,,button[class='hbc-button hbc-button--link'],,,,,,,,,,,,,,,,,,,,
editPro_Title,,,,h1[class='card-modal__title'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
editPro_fName,account-profile-first-name,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
editPro_lName,account-profile-last-name,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
editPro_Email,account-profile-email,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
editPro_Submit,,,,div[class='account-profile__submit-button'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
editPro_Cancel,,,,div[class='account-profile__cancel-link'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
accSet_Email,,,,p[class='account-profile__content account-profile__content--trailing'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
accSet_FullName,,,,p[class='account-profile__content'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
editPro_Xbutton,,,,button[class='hbc-button hbc-button--default hbc-button--icon-standalone card-modal__close-button'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
accSum_EditPro,,,,div[class='account-profile__configuration'],,,,,,,,,,,,,1,,,,,,,,,,,,button[class='hbc-button hbc-button--link'],,,,,,,,,,,,,,,,,,,,
ordHis_OrderGrid,,,,div[class='order-history__has-order'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ordHis_OrderRow,,,,div[class='order-history-order__header-group'],,,,,,,,,,,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ordHis_ViewMoreOrders,,,,div[class='order-history__view-more-orders-button'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ordHis_OrderDetails,,,,div[class='panel__content-outer panel__content-outer--expanded'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ordHis_StartShopping,,,,div[class='order-history__start-shopping-button'],,,,,,,,,,,,,1,,,,,,,,,,,,a[class='hbc-button hbc-button--block hbc-button--primary'],,,,,,,,,,,,,,,,,,,,
payMeth_Title,,,,h2[class='add-new-item-card__title'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
payMeth_PayCard,,,,div[class='payment__card'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
payMeth_Name,,,,h2[class='card__title'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
payMeth_Default,,,,p[title='Default Payment Method:'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chngPwd_OldError,,,,div[class='account-change-password__password-field'],,,,,,,1,,,,,,1,,,12,,,,,,,,,span[class='text-field__error-message'],,,,,,,,,,,,,,,20,,,,,
chngPwd_NewError,,,,div[class='account-change-password__password-field'],,,,,,,2,,,,,,1,,,12,,,,,,,,,span[class='text-field__error-message'],,,,,,,,,,,,,,,,,,,,
chngPwd_ConfError,,,,div[class='account-change-password__password-field'],,,,,,,3,,,,,,1,,,12,,,,,,,,,span[class='text-field__error-message'],,,,,,,,,,,,,,,,,,,,
shpAddr_Title,,,,h2[class='add-new-item-card__title'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
billAddr_Title,,,,h2[class='add-new-item-card__title'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fpp_Error,,,,span[class='text-field__error-message'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sip_OrderNum,order-status-order-number,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sip_OrderZip,order-status-zip-code,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sip_SubmitBtn,,,,div[class='order-status__button'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sip_OrderNumError,,,,div[class*='order-status__order-number'],,,,,,,,,,,,,1,,,20,,,,,,,,,span[class='text-field__error-message'],,,,,,,,,,,,,,,20,,,,,
sip_OrderZipError,,,,div[class*='order-status__zip-code'],,,,,,,,,,,,,1,,,20,,,,,,,,,span[class='text-field__error-message'],,,,,,,,,,,,,,,20,,,,,
ordSts_Title,,,,h2[class='order-history-guest-page__header'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
payMeth_Edit,,,,button[title='Edit'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
payMeth_Delete,,,,button[title='Delete'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
editPay_Title,,,,h1[class='card-modal__title'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
editPay_Name,payment-edit-name,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
editPay_CardInfo,,,,div[class='edit-payment__card-info'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
editPay_IsDefault,,,,div[class='edit-payment__is-default'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
editPay_Submit,,,,div[class='edit-payment__submit-button'],,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,button,,,,,,,,,,,,,,,
editPay_Cancel,,,,div[class='edit-payment__cancel-button'],,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,button,,,,,,,,,,,,,,,
editPay_Xbtn,,,,button[class='hbc-button hbc-button--default hbc-button--icon-standalone card-modal__close-button'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shpAddr_AddrCard,,,,div[class='address-book__card'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shpAddr_EditBtn,,,,button[title='Edit'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
editShp_Title,,,,h1[class='card-modal__title'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
editShp_Submit,,,,div[class='address-book-form__submit-button'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
editShp_Cancel,,,,div[class='address-book-form__cancel-button'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
editShp_Xbtn,,,,button[class='hbc-button hbc-button--default hbc-button--icon-standalone card-modal__close-button'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
editShp_fName,address-book-modal-first-name,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
editShp_lName,address-book-modal-last-name,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
editShp_Comp,address-book-modal-company,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
editShp_Addr1,address-book-modal-address-one,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
editShp_Addr2,address-book-modal-address-two,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
editShp_City,address-book-modal-city,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
editShp_State,,,,div[class='address-book-modal__state address-book-modal__field'],,,,,,,,,,,,,1,,,,,,,,,,,,select[class='drop-down-menu__select'],,,,,,,,,,,,,,,,,,,,
editShp_Zip,address-book-modal-postal-code,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
editShp_Phone,address-book-modal-phone-number,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
editShp_isDefault,,,,div[class='address-book-modal__default-address-checkbox'],,,,,,,,,,,,,1,,,,,,,,,,,,span[class='checkbox-group__checkbox-label'],,,,,,,,,,,,,,,,,,,,
editShp_Country,,,,div[class='address-book-modal__country address-book-modal__field'],,,,,,,,,,,,,1,,,,,,,,,,,,select[class='drop-down-menu__select'],,,,,,,,,,,,,,,,,,,,
shpAddr_isDefault,,,,p[class='address-book__content--default-address'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
accSet_EditEmailPref,,,,div[class='account-email-preferences'],,,,,,,,,,,,,1,,,,,,,,,,,,button[title='Edit'],,,,,,,,,,,,,,,,,,,,
editEmailPref_Title,,,,h1[class='card-modal__title'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
editEmailPref_Submit,,,,div[class='account-email-preferences__submit-button'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
editEmailPref_Cancel,,,,div[class='account-email-preferences__cancel-button'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
editEmailPref_Xbtn,,,,button[class='hbc-button hbc-button--default hbc-button--icon-standalone card-modal__close-button'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cap_MoreNumMsg,,,,p[class='create-new-account__message'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nav_NavigationMenuButton_RL,,,,span[class='header-utils-menu__nav-toggle-button'],,,,,,,,,,,,,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nav_SignInLink_RL,,,,ul[class='header-nav-hamburger__list'],,,,,,,,,,,,,1,,,20,,,,,,,,,a[class='header-nav-hamburger__anchor'],,,,,,,,,,,,,,,20,,,,,
pdp_dropdown_wk,,,,select[class='drop-down-list__select drop-down-list__select--default'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pdp_colorSection_wk,,,,div[class='product-color-options'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pdp_sizeSection_wk,,,,div[class='product-size-options'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pdp_sizeGuideLink_wk,,,,p[class='product-size-options__size-guide'],,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,a,,,,,,,,,,,,,,,
pdp_priceSection_wk,,,,div[class='product-pricing'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pdp_previousPrice_wk,,,,dl[class='product-pricing__container product-pricing__container--previous'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pdp_incrementQtyBtn_wk,,,,button[class='spinbox__increment'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pdp_chanelBanner_wk,,,,div[class='chanel-banner'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pdp_reviewsContent_wk,,,,div[id='TurnToReviewsContent'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pdp_questionsContent_wk,,,,div[id='TurnToContent'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pdp_reviewsTabBtn_wk,,,,li[id='reviews-tab'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pdp_questionsTabBtn_wk,,,,li[id='Questions and Answers-tab'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dlp_chanel_wk,,,,div[id='main-zone'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pdp_chanelBrandLink_wk,,,,h2[class='product-overview__brand product-overview__brand--chanel'],,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,a,,,,,,,,,,,,,,,
pdp_internationalRestriction_wk,,,,p[class='product__label-message-display'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pdp_gcDenominations_wk,,,,div[class='product-denomination-options'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pdp_fisTabLink_wk,,,,h4[class='panel__title'],,,,,,,,Find In Store,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pdp_fisCheckStoresBtn_wk,,,,button[class='hbc-button hbc-button--block hbc-button--secondary'],,,,,,,,Check Stores,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pdp_fisSddContent_wk,,,,section[class='find-in-store-results__same-day-delivery'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pdp_fisZipTxt_wk,,,,input[id='find-in-store-zipcode'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pdp_richRelItems_wk,,,,section[class='rich-relevance container'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pdp_richRelItem_wk,,,,li[class='ui-carousel__slide'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pdp_richRelProductTitle_wk,,,,header[class='product-tile__overview'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pdp_richRelPrice_wk,,,,section[class='tile-pricing'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pdp_richRelSpd_wk,,,,p[class='product-tile__description'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ofm_navSearchBox_wk,,,,div[class='header-utils-search__phony-search-input'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nav_searchText_wk,,,,input[class='header-utils-search__input'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
socialShareLink_AAF,,,,section[class='product-sharing'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
com_pdpBrand_wk,,,,h2[class='product-overview__brand'],,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,a,,,,,,,,,,,,,,,
com_pdpAddToBag_wk,,,,button[class='hbc-button hbc-button--full hbc-button--primary product__add-to-bag-button'],,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nav_hamburger,,,,span[class='header-utils__nav-toggle-button'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nav_hamburgerShipto,,,,a[class='ship-to header-nav-hamburger__anchor'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nav_hamburgerShipImage,,,,img[class='ship-to__flag '],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nav_hamburgerClose,,,,span[class='header-utils__nav-toggle-button--is-open header-utils__nav-toggle-button'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mnavChangeCountryBtn,international-flag,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,a,,,,,,,,,,,,,,,
mchangeCountryDrpDwn,INTCOUNTRY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mchangeCountrySaveBtn,,,,input[value='Save & Continue Shopping'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mCheckoutSaksEnterBag_vm,,,saks-bag,a[class='button button--primary cart-dialog__checkout-button'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
navChangeCountryBtn,,,,span[class='ship-to__copy'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
changeCountryDrpDwn,,,,select[id='INTCOUNTRY'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
