ObjectName,ID,Name,ClassName,CssSelector,CssSelector2,CssSelector3,LinkText,PartialLinkText,TagName,XPath,ithInMultiple,ContainsText,AttributeKey1,AttributeValue1,AttributeKey2,AttributeValue2,IsParent,Value,SQL,UserDefinedWaitTime,ThreadSleepWaitTime,ReferenceDataID,UnUseColumn1,UnUseColumn2,UnUseColumn3,Child_ID,Child_Name,Child_ClassName,Child_CssSelector,Child_CssSelector2,Child_CssSelector3,Child_LinkText,Child_PartialLinkText,Child_TagName,Child_XPath,Child_ithInMultiple,Child_ContainsText,Child_AttributeKey1,Child_AttributeValue1,Child_AttributeKey2,Child_AttributeValue2,Child_Value,Child_SQL,Child_UserDefinedWaitTime,Child_ThreadSleepWaitTime,Child_ReferenceDataID,Child_UnUseColumn1,Child_UnUseColumn2,Child_UnUseColumn3
navBeautyDrawer,SaksBeautyPlaceNavMenu,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,a,,,,,,,,,,,,,,,
navMensDrawer,TheMensStoreNavMenu,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,a,,,,,,,,,,,,,,,
navKidsDrawer,JustKidsNavMenu,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,a,,,,,,,,,,,,,,,
navHomedrawer,HomeHiTechNavMenu,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,a,,,,,,,,,,,,,,,
navSaleDrawer,SaksSaleNavMenu,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,a,,,,,,,,,,,,,,,
csValidation,saksBody,,,,,,,,,,1,Customer-Service,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Customer-Service,,,,,,,
sfLeftNavValidation,sf_leftNav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SaksFirst Membership,,,,,,,
loginValidation,,,accountSignIn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,You have previously created an account at Saks.com.,,,,,,,
internationalValidation,main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,International Order Information,,,,,,,
domesticValidation,saksBody,,,,,,,,,,1,Domestic Shipping,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Domestic Shipping,,,,,,,
storeLocationsValidation,,,page-title,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Store Locations & Events,,,,,,,
navYourAccount_wk,,,account,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
navDesignerDrawerValidation,ShopByDesignerNavMenu,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-menu,,,,,,,,,,,,,,,,,,,,,
navWomAppDrawerValidation,WomensApparelNavMenu,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-menu,,,,,,,,,,,,,,,,,,,,,
navShoesDrawerValidation,ShoesNavMenu,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-menu,,,,,,,,,,,,,,,,,,,,,
navJewelryDrawerValidation,JewelryAccessoriesNavMenu,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-menu,,,,,,,,,,,,,,,,,,,,,
navBeautyDrawerValidation,SaksBeautyPlaceNavMenu,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-menu,,,,,,,,,,,,,,,,,,,,,
navMensDrawerValidation,TheMensStoreNavMenu,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-menu,,,,,,,,,,,,,,,,,,,,,
navKidsDrawerValidation,JustKidsNavMenu,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-menu,,,,,,,,,,,,,,,,,,,,,
navHomedrawerValidation,HomeHiTechNavMenu,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-menu,,,,,,,,,,,,,,,,,,,,,
navSaleDrawerValidation,SaksSaleNavMenu,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-menu,,,,,,,,,,,,,,,,,,,,,
navDesignerDrpdwn_wk,,brands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
prpFirstItem_wk,,,pa-product-large,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
prpFirstItemValidation,,,pa-product-large,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,style,block,,,,,,,,
editShopAll_wk,,,,,,,,SHOP ALL DESIGNERS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
prpRefineByDesigner_wk,refine-by-nav,,,,,,,,,,,,,,,,1,,,,,,,,,designer,,,,,,,,,,,,,,,,,,,,,,,
prpDesignerDropdownSelect,designer-multiselect,,,div[id='designer-multiselect'],,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,label,,1,,,,,,,,,,,,,
prpDesignerDropDownApply,designer-multiselect,,,,,,,,,,,,,,,,1,,,,,,,,,,,apply-button,,,,,,,,,,,,,,,,,,,,,
prpFirstItem,,,pa-product-large,,,,,,,,1,,,,,,1,,,,,,,,,,,product-designer-name,,,,,,,,,,,,,,,,,,,,,
prpSortNewArrivals_wk,sort-menu,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,Sale: Show First,,,,,,,,,,,,,,,,
prpSelectedQuickLook,,,,,,,,,,,,,,,,,1,,,,,,,,,,,quicklookDesignerWithVideo,,,,,,,,,,,,,,,,,,,,,
qlSizeDropDown,,,js-size-selector,,,,,,,,,,,,,,1,,,,,,,,,,,jui-select-picker,,,,,,,,,,,,,,,,,,,,,
qlAddToBagBtn_wk,,,reskin-addtobag-button,button[class='sfa-button transactional medium js-action-button'],,,,,,,1,ADD TO BAG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qlSizeOptionSelected_wk,,,,div[class='options'],,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,a,,,,,,,,,,,,,,,
navBag_wk,,,,,,,,Saks Bag (,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
navCatalogValidation,saksBody,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CATALOGS,,,,,,,
navGiftCardValidation,saksBody,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Standard or Virtual,,,,,,,
gcClickPurchaseVGC_wk,,,,area[title='Purchaase Virtual Gift Card'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pdpColorSelection,,,,div[class='color selector component component-3 clearfix js-color-selector'],div[class='product-swatches-container'],,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,a,,,,,,,,,,,,,,,
pdpVegcValidation,,,,div[class='product main-product grid-100 grid-parent page-section'],,,,,,,,,,,,,1,,,,,,,,,,,short-description,,,,,,,,,,,,,,Virtual Gift Card,,,,,,,
bagItemRoot,,,,div[class='jsItemRoot widebag-item '],,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rspItemQuantity,,,jsItemRoot,div[class='jsItemRoot widebag-item '],,,,,,,,,,,,,1,,,60,,,,,,,,jsItemQuantity,input[class='jsItemQuantity widebag-item-quantity-field'],,,,,,,,,,,,,,,60,,,,,
yapRemoveSelectedAddress,,deleteShip,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
yapRemoveSelectedBAddress,,deleteBill,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bagRemovebtn,,,,,,,Remove,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shChkOutBtn,save_shipping_address_service,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,button,,,,,,,,,,,,,,,
paQtyBox,,,,div[class='ui-dialog ui-widget ui-widget-content ui-corner-all ui-front quicklook-dialog'],,,,,,,,,,,,,1,,,,,,,,,,,,input[class='js-quantity quantity'],,,,,,,,,,,,,,,,,,,,
paUpdateQtyBtn,,,,div[class='ui-dialog ui-widget ui-widget-content ui-corner-all ui-front quicklook-dialog'],,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,button,,,APPLY,,,,,,,,,,,,
rsunOriginalItemPriceLbl,checkout-left-module,,,,,,,,,,,,,,,,1,,,,,,,,,jsVal-itemsTotal,,,,,,,,,,,,,,,,,,,,,,,
rsunAssociateDiscountPriceLbl,checkout-left-module,,,,,,,,,,,,,,,,1,,,,,,,,,,,widebag-item-extended-price,,,,,,,,,,,,,,,,,,,,,
pdpErrorLbl,,,errors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pdpDropDwnPersonalized,,PERSONALIZE_ARRAY<>sku_id,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pdpPersonalQtyTxt,,PERSONALIZE_ARRAY<>quantity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ErrorMessageLogin,,,errorMsg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
goLogoWrapBtn,,,,label[for='giftingType-B'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
conGiftWrapBox,,,giftbox-summary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pdpOptionsSelection,,,,div[class='options'],,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,a,,,,,,,,,,,,,,,
pdpDropdownFirstSelection,,,,div[class='options'],,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,a,,1,,,,,,,,,,,,,
pdpSwatchFirstSelection,,,,a[class='item color first bottom-row'],a[class='item color first'],,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rspSignatureRequiredSelection,jsWideBag,,,,,,,,,,,,,,,,1,,,60,,,,,,,,,span[class='checkbox-helper field-label'],,,,,,,,,,,,,,,60,,,,,
pdpSwatchFirstAvailableSelection,,,,div[class='color selector component component-3 clearfix js-color-selector'],div[class='items clearfix'],,,,,,1,,,,,,1,,,,,,,,,,,,a[class='item color '],,,,,a,,1,,class,item color ,class,item color,,,,,,,,
bagEditQantitySelectionTxt_wk,,,jsItemRoot,,,,,,,,,,,,,,1,,,,,,,,,,itemQuantity,jsItemQuantity,input[class='jsItemQuantity widebag-item-quantity-field'],,,,,,,,,,,,,,,,,,,,
shUnregChkOutBtn,jsCompleteShippingBilling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bagCheckoutLoggedInBtn,jsEnterCheckout,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
proShippingTitle,,SHIP_TO_ADDRESS<>indGift,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
proShippingsStateBtn,,SHIP_TO_ADDRESS<>state_cd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
yapQASCountinueBtn,,continueQAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
proBillingSaveBtn,,saveAddress,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rsShippingUnregChargeLbl,checkout-left-module,,,,,,,,,,,,,,,,1,,,,,,,,,jsVal-shippingCost,,,,,,,,,,,,,,,,,,,,,,,
bagLoginEmailPaypalTxt,email,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bagLoginPassPaypalTxt,password,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bagSignInPaypalBtn,btnLogin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
paplContinueBtn,,,,div[class='buttons reviewButton'],,,,,,,,,,,,,1,,,,,,,,,confirmButtonTop,,,,,,,,,,,,,,,,,,,,,,,
bagPaypalBtn,jsPayPalExpressCheckout,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
navShpTo_ve,,,,,,,,Ship To,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rsIntShipfirstNameTxt,,given-name,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rsIntShiplastNameTxt,,family-name,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rsIntShipAddressTxt,,address-line1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rsIntShipCityTxt,,city,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rsIntShipZipCodeTxt,shipping-postal-code-group,,,,,,,,,,,,,,,,1,,,15,,,,,,shipping-postal-code,,,,,,,,,,,,,,,,,,20,,,,,
rsIntShipPhoneTxt,,tel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IntShipEmailId,,email,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IntBillCardNumber,,,,input[id='cc-num'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,,,,,
IntBillCardExpiryYear,,,,select[id='cc-exp-year'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IntBillCardType,,paymentMethod,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IntBillCardSecurityCode,,cc-csc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IntPlaceOrder,,submit-order-btn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rsIntShipTitleDrpDwn,,language,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rsIntShipStateDrpDwn,,province,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
proBillingAddressTitle,,BILL_TO_ADDRESS<>indGift,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pdpFirstSizeSwatch_wk,,,,div[class='size selector component component-3 clearfix js-size-selector has-select-picker'],,,,,,,1,,,,,,1,,,,,,,,,,,,a[class='item size available'],"a[class=""item size preorder""]",,,,,,1,,,,,,,,,,,,,
sfBottomNavLinkTxt_wk,footer,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,a,,1,,,,,,,,,,,,,
ccEmailHistoryWindow,,,,,,,,,head,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,
rspEditCCWindow,jsGenericModal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
slpSearchByZipTxt_ws,,,,input[id='storesZip'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
slpSearchBtn_ws,,,,input[id='btnSearchStores'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
slpFirstAddressTxt_ws,,,,tr[class='searchResultRow'],,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
slpSearchByTxt_ws,,,,input[id='storesCity'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
slpStateBox_ws,,,,input[id='storesState_input'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
slpViewStoreEvents_ws,,,,tr[class='searchResultRow'],,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,a,,,View Store Events,,,,,,,,,,,,
pdpInStoreBtn_ws,,,,a[class='js-find-in-store text-underline text-decor-border-bottom'],,,,,,,,,,,,,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
inStoreOLZip_ws,,,,input[id='fis-zip'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
inStoreOLDistance_ws,,,,select[id='radius'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
inStoreOLSelColorSize_ws,,,,select[class='vars-to-buy'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
inStoreOLSubmitBtn_ws,,,,div[title='SUBMIT'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
inStoreOL,,,,div[id='findInStore'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
inStoreResultsFirstAddress_ws,,,,div[class='storeName'],,,,,,,1,,,,,,1,,,,,,,,,,,,a[target='_blank'],,,,,,,,,,,,,,,,,,,,
yapErrorMessage,,,,span[class='errors'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ccCustEmailSearchTxt,,USER_ACCOUNT_SEARCH<>email_search,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ccCustProfileHeader,,,bmsSummaryHeaderContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ccOrderAddress,idContentContainer,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,table,,1,,,,,,,,,,,,,
pageTitle,,,boldGrayText16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ACCOUNT INFORMATION FOR,,,,,,,
yapCreditCardDropdown,,CREDIT_CARD<>cardBrand_cd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
yapCreditCardNumber,,CREDIT_CARD<>cardNum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
yapCreditCardName,,CREDIT_CARD<>cardholderName,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
yapCreditCardMonth,,CREDIT_CARD<>cardMonth_cd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
yapCreditCardYear,,CREDIT_CARD<>cardYear_cd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
yapCreditCardSaveBtn,,saveNewCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
accountPageTitle,,,boldBlackText18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ACCOUNT SIGN-IN,,,,,,,
orderHistoryTitle,,,boldBlackText16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
saksFirstLink,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
accountEmailTitle,,,,td[class='boldBlackText16'],,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EDIT ACCOUNT & EMAIL SETTINGS,,,,,,,
billingAddressTitle,,,,span[class='boldBlackText16'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADD A NEW BILLING ADDRESS,,,,,,,
masterCardLink,,,,span[class='mastercard-link'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SaksFirst MasterCard,,,,,,,
bagOverlayCheck_wk,jsLoginWrap,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
saksBagAdditionalItemError_wk,response-error-top,,errorMsgPage jsResponseError,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,previous sessions have been combined,,,,,,,
pdpSoldOutMsg_WS,,,main-product,,,,,,,,,,,,,,1,,,,,,,,,,,,div[class='sold-out-message component component-3'],,,,,,,,Sold Out,,,,,,,,,,,,
bagItemsTable_WS,,,,div[class='widebag-item-list-content'],,,,,,,,,,,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rsIntvisaCard,,,,label[class='credit-card radio'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bagShipStoreWarning,,,warning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shAddressVerificationLayer,jsAddressVerificationLayer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ccOrderSummary_WS,,,,body[class='bmsPageContent'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
productArrayCrumb_wk,search-query,,,div[class='search-cat'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lnvEventBtn_wk,,,,ul[class='left-nav-links-container js-expandable-category last-nav-group'],,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,a,,,,,,,,,,,,,,,
InvEventTitleLink_wk,eventTitle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sectionSplendidValidation_wk,banner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,splendid,,,,,,,
designerSectionSelectionValidation_wk,,,designer-category-selected,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sectionLeftNavButton_wk,,,,li[class='last-nav-link'],,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,a,,,,,,,,,,,,,,,
PradLnvForHerBtn_wk,,,,li[class='left-nav-list-show'],,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,a,,,For Her,,,,,,,,,,,,
subLeftNavValidation_wk,,,sub-left-nav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ccStatusActive_WS,,,,select[name='USER_ACCOUNT<>status_cd'],,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,option,,,Active,,,,,,,,,,,,
htmlPage,,,,,,,,,html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
paymentPageTitle,payCCNum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LeftNavSelectBoxValidation_wk,leftNavBrands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
refineDropDown_wk,js-pa-layer-designer,,,,,,,,,,,,,,,,1,,,,,,,,,,,checkbox,,,,,,,,1,,,,,,,,,,,,,
refineColorSelect_wk,,,sfa-pa-enh-color-refine-input-container,,,,,,,,,,,,,,1,,,,,,,,,,,apply-select-border,,,,,,,,,,,,,,,,,,,,,
refineSizeSelect_wk,js-pa-layer-size,,,,,,,,,,,,,,,,1,,,,,,,,,,,checkbox,,,,,,,,1,,,,,,,,,,,,,
refineApplyBtn_wk,,,active-sfa-refine-overlay,,,,,,,,,,style,display: list-item;,,,1,,,,,,,,,,,,,,,,,a,,,APPLY,,,,,,,,,,,,
bOverlayViewBagBtn1,,,saksBagViewMyBag,a[class='saksBagViewMyBag'],,,,,,,1,,,,,,,,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bagGiftOverlay,,,,div[class='modal-content'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rspGiftValidation_wk,,,jsItemRoot,,,,,,,,,,data-cartproductcode,,,,1,,,,,,,,,,,,div[class='giftbox-summary'],,,,,,,,,,,,,,,,,,,,
accountEmailTitleCheck_wk,,,boldBlackText18,div[class='boldBlackText13'],,,,,,,,SIGN-IN TO YOUR ACCOUNT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
billingEditCheck_wk,,,modal-content,,,,,,,,,,,,,,1,,,,,,,,,,,errorMsg,,,,,,,,,,,,,,,,,,,,,
rspBillingSummary,jsVal-billingAddress,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rspSignatureRequiredValidation_wk,,,jsItemRoot,,,,,,,,,,,,,,1,,,,,,,,,,,,input[name='sigRequired'],,,,,,,,,,,,,,,,,,,,
rspVegcValidation,,,jsitemRoot,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rspCcReview,reviewCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shippingMakeBilling_wk,makeBilling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qlInStoreBtn_wk,,,,section[class='quicklook-placeholder'],,,,,,,,,,,,,1,,,,,,,,,,,,a[class='js-find-in-store text-underline text-decor-border-bottom'],,,,,,,,,,,,,,,,,,,,
qlinStoreValidation_wk,findInStore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pdpColorSwatch2_wk,,,,div[class='color selector component component-3 clearfix js-color-selector'],,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,a,,1,,,,,,,,,,,,,
pdpColorSwatch2Check_wk,,,,div[class='color selector component component-3 clearfix js-color-selector'],,,,,,,,,,,,,1,,,,,,,,,,,,a[class='item color first'],,,,,,,1,,,,,,,,,,,,,
qlReviewRatingValidation_wk,,,,div[class='ui-dialog ui-widget ui-widget-content ui-corner-all ui-front quicklook-dialog'],,,,,,,,,,,,,1,,,,,,,,,,,,div[class='reviews-and-ratings component component-2 clearfix'],,,,,,,,,,,,,,,,,,,,
qlOverlayValidation_wk,,,,div[class='ui-dialog ui-widget ui-widget-content ui-corner-all ui-front quicklook-dialog'],,,,,,,,,,,,,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shpContinueCheckout_wk,jsContinue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pplLoginBox_WS,,,,div[class='body clearfix'],,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pplContinueWithPayPal_WS,,,,button[id='paypal-express-btn'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rspEditCCccvTxt_wk,jsGenericModal,,,,,,,,,,,,,,,,1,,,,,,,,,payCCV,,,,,,,,,,,,,,,,,,,,,,,
pplBody_WS,,,,div[id='stdpage'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rspPaymentTab_wk,tab-payment,,,a[class='nav-tab jsLoadPayment tab-on'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tab-on,,,,,,,
prpFirstItemClick,,,pa-product-large  ,,,,,,,,1,,,,,,1,,,,,,,,,,,mainBlackText,,,,,,,,1,,,,,,,,,,,,,
pdpMainProductValidation_wk,,,,div[class='product main-product grid-100 grid-parent page-section'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
navHandbagDrawerValidation,HandbagsNavMenu,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-menu,,,,,,,,,,,,,,,,,,,,,
prpRefineSizeValidation_wk,refine-by-nav,,,,,,,,,,,,,,,,1,,,,,,,,,size,,,,,,,,,,,,,,,,,,,,,,,
prpRefineColorValidation_wk,refine-by-nav,,,,,,,,,,,,,,,,1,,,,,,,,,color,,,,,,,,,,,,,,,,,,,,,,,
prpRefinePriceValidation_wk,refine-by-nav,,,,,,,,,,,,,,,,1,,,,,,,,,price,,,,,,,,,,,,,,,,,,,,,,,
lnvWatchesBtn_wk,,,,li[class='left-nav-groups'],,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,a,,,Watches,,,,,,,,,,,,
lnvContemporary_wk,,,left-nav-groups,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,Contemporary,,,1,,,,,,,,,,,,,
